x,y
62.521526650736924,-69.85814296174527
56.95156087026838,-52.66154736641317
49.36181613224778,-28.22565394948527
38.66760653870933,-4.3561705246327165
33.31918653300316,16.46632242932067
25.72842868636033,39.31269832324199
